 num     #instances         #bytes  class name (module)
 365:          1785          42840  com.intellij.psi.impl.compiled.ClsParameterImpl$1
 366:          1716          42240  [Lcom.intellij.codeInspection.bytecodeAnalysis.Component;
 367:          1735          41640  com.intellij.psi.impl.compiled.ClsParameterListImpl
 368:          2596          41536  java.util.concurrent.locks.ReentrantLock (java.base@11.0.9.1)
 369:          1728          41472  com.intellij.ui.components.ScrollBarPainter$$Lambda$855/0x00000008009af440
 370:          1715          41152  [Lcom.intellij.psi.stubs.PsiFileStub;
 371:          1626          40920  [Lcom.intellij.codeInspection.bytecodeAnalysis.DataValue;
 372:          1276          40832  com.intellij.openapi.actionSystem.impl.ActionManagerImpl$$Lambda$679/0x0000000800810040
 373:          1700          40800  com.intellij.util.text.ImmutableText$CompositeNode
 374:          1700          40800  kotlin.reflect.jvm.internal.ReflectProperties$LazyVal
 375:          1690          40560  sun.reflect.generics.tree.SimpleClassTypeSignature (java.base@11.0.9.1)
 376:          1265          40480  com.intellij.openapi.util.IconLoader$RasterizedImageDataLoader
 377:          1264          40448  kotlin.reflect.jvm.internal.impl.name.FqNameUnsafe
 378:          1011          40440  org.apache.xerces.impl.xs.XSParticleDecl
 379:          1894          40008  [Lcom.intellij.util.xmlb.NestedBinding;
 380:          1658          39792  com.intellij.openapi.actionSystem.impl.ActionManagerImpl$$Lambda$847/0x0000000800976440
 381:           113          39776  javax.swing.Box$Filler (java.desktop@11.0.9.1)
 382:          1647          39528  com.intellij.psi.stubs.FileLocalStringEnumerator
 383:          2435          38960  com.intellij.codeInsight.AnnotationUtil$$Lambda$3000/0x0000000801c8e440
 384:          1614          38728  [Lcom.intellij.psi.JavaResolveResult;
 385:           103          38728  com.intellij.openapi.ui.OnePixelDivider
 386:          1210          38720  kotlin.reflect.jvm.internal.impl.name.FqNameUnsafe
 387:           537          38664  com.intellij.codeInsight.template.impl.TemplateImpl
 388:           321          38520  sun.awt.image.ByteInterleavedRaster (java.desktop@11.0.9.1)
 389:          1603          38472  com.intellij.psi.statistics.StatisticsInfo
 390:           799          38352  java.util.TreeMap (java.base@11.0.9.1)
 391:           139          37808  [Lit.unimi.dsi.fastutil.ints.Int2ObjectRBTreeMap$Entry;
 392:           525          37800  com.intellij.util.JBHiDPIScaledImage
 393:           586          37504  com.intellij.psi.impl.source.tree.java.PsiExpressionListImpl
 394:          2343          37488  com.intellij.openapi.actionSystem.impl.ProxyShortcutSet
 395:            95          37240  com.intellij.openapi.ui.JBPopupMenu
 396:           659          36904  com.intellij.psi.impl.source.tree.java.ModifierListElement
 397:          1530          36720  org.jetbrains.kotlin.name.FqName
 398:          1523          36552  com.intellij.codeInsight.lookup.LookupElementPresentation$TextFragment
 399:          1140          36480  javax.swing.text.html.CSS$FontSize (java.desktop@11.0.9.1)
 400:           284          36352  sun.nio.fs.UnixFileAttributes (java.base@11.0.9.1)
 401:           409          35992  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Annotation$Argument$Value
 402:          1122          35904  java.lang.ref.PhantomReference (java.base@11.0.9.1)
 403:           497          35784  com.intellij.ide.HelpTooltip
 404:          1489          35736  com.intellij.util.messages.impl.MessageBusConnectionImpl
 405:           557          35648  javax.swing.text.html.StyleSheet (java.desktop@11.0.9.1)
 406:           404          35552  com.intellij.codeInspection.InspectionEP
 407:           553          35392  javax.swing.text.DefaultStyledDocument$ElementBuffer (java.desktop@11.0.9.1)
 408:           401          35288  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Annotation$Argument$Value
 409:           878          35120  com.intellij.ui.MixedColorProducer
 410:           728          34944  java.util.ResourceBundle$BundleReference (java.base@11.0.9.1)
 411:          1451          34824  jdk.internal.reflect.NativeConstructorAccessorImpl (java.base@11.0.9.1)
 412:          1448          34752  com.intellij.openapi.vcs.ex.ChangelistsLocalLineStatusTracker$RangeState
 413:          1446          34704  javax.swing.text.html.CSS$ColorValue (java.desktop@11.0.9.1)
 414:          1442          34608  com.intellij.openapi.application.TransactionGuardImpl$2
 415:           618          34608  com.intellij.openapi.command.impl.EditorChangeAction
 416:           721          34608  java.awt.image.SinglePixelPackedSampleModel (java.desktop@11.0.9.1)
 417:          1440          34560  com.intellij.openapi.application.impl.ApplicationImpl$$Lambda$345/0x0000000800446840
 418:          1079          34528  sun.java2d.DefaultDisposerRecord (java.desktop@11.0.9.1)
 419:           718          34464  java.awt.image.DataBufferInt (java.desktop@11.0.9.1)
 420:           845          33800  kotlin.reflect.jvm.internal.impl.metadata.jvm.JvmProtoBuf$JvmMethodSignature
 421:          2108          33728  com.intellij.util.text.ImmutableText$Leaf8BitNode
 422:           699          33552  com.intellij.openapi.fileEditor.impl.text.TextEditorState$CaretState
 423:           233          33552  java.awt.image.DirectColorModel (java.desktop@11.0.9.1)
 424:            79          33496  com.intellij.ui.components.JBScrollPane
 425:           279          33480  kotlin.reflect.jvm.internal.impl.serialization.deserialization.descriptors.DeserializedPropertyDescriptor
 426:          1071          33192  [Lcom.intellij.util.lang.Loader;
 427:          1380          33120  com.intellij.psi.impl.file.SourceRootIconProvider$FileLayerProvider$$Lambda$2637/0x0000000801a74040
 428:          2067          33072  java.util.concurrent.atomic.AtomicReferenceArray (java.base@11.0.9.1)
 429:          1369          32856  com.intellij.util.io.PoolPageKey
 430:          1368          32832  com.intellij.util.io.Page$Range
 431:          1025          32800  com.intellij.psi.WeighingComparable
 432:          1363          32712  sun.awt.EventQueueItem (java.desktop@11.0.9.1)
 433:          1351          32424  kotlin.reflect.jvm.internal.impl.name.FqName
 434:          1347          32328  [Lcom.intellij.openapi.command.undo.DocumentReference;
 435:          1007          32224  com.intellij.util.lang.ClassLoadingLocks$WeakLockReference
 436:          1690          32056  [Lsun.reflect.generics.tree.TypeArgument; (java.base@11.0.9.1)
 437:          2001          32016  com.intellij.openapi.actionSystem.Presentation$$Lambda$737/0x00000008008c5040
 438:          1000          32000  java.util.LinkedList (java.base@11.0.9.1)
 439:           798          31920  java.math.BigInteger (java.base@11.0.9.1)
 440:           559          31304  com.intellij.util.containers.SLRUMap$1
 441:           559          31304  com.intellij.util.containers.SLRUMap$2
 442:           558          31248  com.intellij.ide.projectView.PresentationData
 443:           780          31200  java.util.HashMap$KeyIterator (java.base@11.0.9.1)
 444:           974          31168  com.intellij.util.containers.DisposableWrapperList$DisposableWrapper
 445:          1278          31152  [Ljava.lang.Thread; (java.base@11.0.9.1)
 446:          1296          31104  kotlin.reflect.jvm.internal.impl.name.FqName
 447:           777          31080  java.awt.FlowLayout (java.desktop@11.0.9.1)
 448:           430          30960  com.intellij.util.concurrency.EdtScheduledExecutorServiceImpl$1
 449:          1918          30688  com.intellij.psi.AbstractFileViewProvider$VirtualFileContent
 450:            87          30624  com.intellij.ui.AbstractExpandableItemsHandler$1
 451:          1274          30576  com.intellij.openapi.actionSystem.impl.ActionManagerImpl$$Lambda$848/0x0000000800975840
 452:          1908          30528  com.intellij.psi.PsiLock
 453:          1263          30312  java.util.concurrent.locks.ReentrantReadWriteLock (java.base@11.0.9.1)
 454:          1260          30240  com.intellij.openapi.application.TransactionGuardImpl$1
 455:          1260          30240  java.awt.EventQueue$4 (java.desktop@11.0.9.1)
 456:          1258          30192  javax.swing.text.html.StyleSheet$SelectorMapping (java.desktop@11.0.9.1)
 457:            58          29696  com.intellij.openapi.actionSystem.impl.ActionMenuItem
 458:           616          29568  com.intellij.util.containers.SmartHashSet
 459:            61          29280  com.intellij.openapi.actionSystem.impl.StubItem
 460:          1828          29248  com.intellij.codeInsight.AnnotationUtil$$Lambda$2999/0x0000000801c8e040
 461:          1216          29184  com.intellij.serialization.stateProperties.ObjectStoredProperty
 462:           911          29152  org.apache.log4j.ProvisionNode
 463:          1212          29088  com.intellij.codeInspection.ex.GlobalInspectionToolWrapper
 464:          1817          29072  com.intellij.codeInspection.ex.InspectionProfileImpl$$Lambda$1359/0x0000000800fed440
 465:          1208          28992  com.intellij.openapi.util.Key
 466:          1810          28960  com.intellij.idea.IdeaLogger
 467:            72          28800  com.intellij.ui.tabs.impl.ActionButton$2
 468:            72          28800  com.intellij.ui.tabs.impl.TabLabel$4
 469:          1197          28728  sun.font.FontFamily$FontAndStyle (java.desktop@11.0.9.1)
 470:          1188          28512  com.intellij.codeInsight.completion.StatisticsComparable
 471:           442          28288  com.intellij.psi.impl.source.tree.java.PsiMethodCallExpressionImpl
 472:          1177          28248  java.util.ImmutableCollections$Set12 (java.base@11.0.9.1)
 473:           588          28224  javax.swing.text.AbstractDocument$BidiRootElement (java.desktop@11.0.9.1)
 474:           878          28096  com.sun.org.apache.xerces.internal.xni.QName (java.xml@11.0.9.1)
 475:           583          27984  com.intellij.ui.components.ScrollBarPainter$1
 476:            76          27968  com.intellij.execution.ui.layout.impl.GridImpl$Placeholder
 477:           874          27968  sun.security.util.DerInputBuffer (java.base@11.0.9.1)
 478:           874          27968  sun.security.util.DerValue (java.base@11.0.9.1)
 479:          1166          27904  [Ljava.lang.reflect.Type; (java.base@11.0.9.1)
 480:          1158          27792  com.intellij.completion.ml.personalization.session.CompletionSelectionTrackerImpl
 481:          1158          27792  com.intellij.completion.ml.personalization.session.ElementSessionFactorsStorage
 482:          1158          27792  com.intellij.completion.ml.storage.MutableElementStorage
 483:           688          27520  com.intellij.diagnostic.ApdexData
 484:          1715          27440  com.intellij.codeInspection.bytecodeAnalysis.Pending
 485:          1714          27424  com.intellij.psi.stubs.StubSpine
 486:           685          27400  com.intellij.codeInsight.template.impl.Variable
 487:          1141          27384  javax.swing.text.StyleContext$FontKey (java.desktop@11.0.9.1)
 488:            76          27360  com.intellij.execution.ui.layout.impl.RunnerContentUi$TwoSideComponent
 489:          1708          27328  com.intellij.psi.impl.source.ClassReferencePointer$1
 490:           568          27264  javax.swing.text.FlowView$LogicalView (java.desktop@11.0.9.1)
 491:          1135          27240  com.intellij.completion.ml.sorting.ItemRankInfo
 492:           243          27216  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Class
 493:           850          27200  com.intellij.diff.util.Range
 494:           340          27200  com.intellij.psi.impl.source.tree.java.PsiCodeBlockImpl
 495:          1699          27184  com.intellij.psi.impl.smartPointers.ClsElementInfo
 496:          1693          27088  java.util.LinkedHashSet (java.base@11.0.9.1)
 497:          1125          27000  javax.swing.text.html.CSS$FontFamily (java.desktop@11.0.9.1)
 498:           421          26944  com.intellij.openapi.actionSystem.impl.ActionToolbarImpl$1
 499:          1683          26928  java.util.LinkedHashMap$LinkedKeySet (java.base@11.0.9.1)
 500:          1675          26800  sun.reflect.generics.tree.ClassTypeSignature (java.base@11.0.9.1)
 501:           553          26544  com.intellij.openapi.editor.markup.AttributesFlyweight
 502:            72          26496  com.intellij.ui.tabs.impl.ActionPanel
 503:           552          26496  com.intellij.util.containers.RefHashMap$MyMap
 504:          1101          26424  kotlin.reflect.jvm.internal.ReflectProperties$LazyVal
 505:            75          26400  com.intellij.util.ui.Centerizer
 506:           550          26400  javax.swing.plaf.basic.BasicHTML$Renderer (java.desktop@11.0.9.1)
 507:           411          26304  java.nio.DirectByteBuffer (java.base@11.0.9.1)
 508:           547          26256  com.intellij.util.io.PagedFileStorage
 509:           547          26256  com.intellij.util.io.PagedFileStorageCache
